"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"429","Keren juga ini sri asih😭🙏🏻",FALSE,0,NA,2022-11-22 10:59:04,FALSE,NA,"1595008960574128132",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haiann16",0,FALSE,FALSE,NA,NA
"430","is sri asih better than gundala",FALSE,0,NA,2022-11-22 10:54:56,FALSE,NA,"1595007917517787137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosylids",0,FALSE,FALSE,NA,NA
"431","My rating for Sri Asih 9/10. Pevita is so fucking pretty.",FALSE,1,NA,2022-11-22 10:52:28,FALSE,NA,"1595007298480603140",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Novoceine",0,FALSE,FALSE,NA,NA
"432","Sri Asih 👏🏻👏🏻👏🏻",FALSE,1,NA,2022-11-22 10:47:59,FALSE,NA,"1595006170670202880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rafliarza",0,FALSE,FALSE,NA,NA
"433","@menfesspelangi_ Yu sri asih",FALSE,0,"menfesspelangi_",2022-11-22 10:39:25,FALSE,"1594995353824083969","1595004015469027330","1547012812371038208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phoriam",0,FALSE,FALSE,NA,NA
"434","@moviemenfes Mencuri raden
Ngeri2
Nana
Ps2
Sri asih",FALSE,0,"moviemenfes",2022-11-22 10:39:11,FALSE,"1594981520808169472","1595003955339464705","1565895180","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","apapipid",0,FALSE,FALSE,NA,NA
"435","@moviemenfes film sri asih jadi pioneer baru stardar film indonesia dalam genre superhero dan kualitas CGI/VFX, sec… https://t.co/4kTwuMmifg",FALSE,15,"moviemenfes",2022-11-22 10:39:10,TRUE,"1594999128819236864","1595003950091993090","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vixienna",1,FALSE,FALSE,NA,NA
"436","Fadly Faisal kenang reaksi Bibi Ardiansyah dan Vanessa Angel usai dirinya terlibat di film Sri Asih.#kumparanHITS… https://t.co/lgbMsaIdAt",FALSE,1,NA,2022-11-22 10:35:10,TRUE,NA,"1595002943472029697",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","kumparan",0,FALSE,FALSE,NA,NA
"437","SRI ASIH BAGUS BGT ANJIRRRR ASDAFAVAVABABSJKSKSKSS",FALSE,0,NA,2022-11-22 10:34:22,FALSE,NA,"1595002743160459265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Happyniis",0,FALSE,FALSE,NA,NA
"438","Sri Asih,,,FREAKING CHEF'S KISS",FALSE,0,NA,2022-11-22 10:34:15,FALSE,NA,"1595002713888108544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rainfestive",0,FALSE,FALSE,NA,NA
"439","@jogjamnfs Sri asih gas nder",FALSE,0,"jogjamnfs",2022-11-22 10:33:07,FALSE,"1595000912069636096","1595002428793012229","2556967357","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","f_dhimasn",0,FALSE,FALSE,NA,NA
"440","Skor memuaskan dari teman-teman reviewer untuk Film Sri Asih. Terima kasih apresiasinya 🫡

Yang belum nonton, yuk k… https://t.co/i2bgNHPjE7",FALSE,80,NA,2022-11-22 10:32:14,TRUE,NA,"1595002207409442816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sriasihofficial",23,FALSE,FALSE,NA,NA
"441","Beberapa adegan di Sri Asih kaya ketebak, mau kemana mananya. Bahkan peran Reza Rahadian pun sampe ga bikin surpris… https://t.co/cqKyWSVKzt",FALSE,2,NA,2022-11-22 10:27:33,TRUE,NA,"1595001029686337537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Briyanpace_",0,FALSE,FALSE,NA,NA
"442","Halo jog ada yang mau nonton Qodrat atau Sri Asih kahh? Sedih gak ada temen :(",FALSE,0,NA,2022-11-22 10:27:05,FALSE,NA,"1595000912069636096",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","jogjamnfs",0,FALSE,FALSE,NA,NA
"443","@xbilpaw jadi sri asih teh siapanya gatot kaca",FALSE,0,"xbilpaw",2022-11-22 10:26:06,FALSE,"1594999138957266945","1595000661611089922","1220688609197510656","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alifirdaus__",0,FALSE,FALSE,NA,NA
"444","hari ini nonton sri asih aja deh.

walaupun sendirian. 😭",FALSE,0,NA,2022-11-22 10:25:36,FALSE,NA,"1595000536713285633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","novando__",0,FALSE,FALSE,NA,NA
"445","Fallin' in love sama alana alias sri asih",FALSE,0,NA,2022-11-22 10:22:31,FALSE,NA,"1594999762373455874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","othensa",0,FALSE,FALSE,NA,NA
"446","BOLEH GASIE AK RATE FILM ""SRI ASIH""? KEREN BGT SUMPAH 1000000/10 SEPANJANG FILM FOKUS BGT NIKMATIN CERITA NYA 😭",FALSE,0,NA,2022-11-22 10:20:03,FALSE,NA,"1594999138957266945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xbilpaw",0,FALSE,FALSE,NA,NA
"447","@tutuptitip @jogjamnfs Sepanjang filmnya fokus ke Sri Asih, cuma ada satu adegan yang nyambung ke Gundala di adegan… https://t.co/vBNZTHRscx",FALSE,0,"tutuptitip",2022-11-22 10:19:22,TRUE,"1594997631973199874","1594998968387534848","1226148856510828544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irvxan",0,FALSE,FALSE,NA,NA
"448","@irvxan @jogjamnfs tetapi kemarin ada yg kirim screen pict Sri Asih katanya kalau gak nonton Gundala dulu bisa kebingungan",FALSE,0,"irvxan",2022-11-22 10:14:03,FALSE,"1594986043841073152","1594997631973199874","1157241883606732800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tutuptitip",0,FALSE,FALSE,NA,NA
"449","Iya, sesuka itu gue ke Sri Asih.

Nonton yuk!

Aku tunggu kamu di bioskop yaaa!

https://t.co/F8ZctLU7Lk",FALSE,11,NA,2022-11-22 10:13:58,FALSE,NA,"1594997611915726850",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","txtanakbioskop",3,FALSE,FALSE,NA,NA
"450","Sri Asih lah ..",FALSE,0,NA,2022-11-22 10:11:47,FALSE,NA,"1594997060977102848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","callmekak",0,FALSE,FALSE,NA,NA
"451","@imyoursweater @sriasihofficial Ini Sri asih ada webtoonnya..",FALSE,0,"imyoursweater",2022-11-22 10:10:30,FALSE,"1594993212657393664","1594996739479461888","1299842449779564544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManjensenSmity",0,FALSE,FALSE,NA,NA
"452","@ccicpt @frzhananda Wkwkwkw lesgo goals kita akhir tahun minimal bgt kayak Sri Asih 🤗🤗🤗",FALSE,0,"ccicpt",2022-11-22 10:10:25,FALSE,"1594954837481115648","1594996715488415744","58464494","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LKRaras",0,FALSE,FALSE,NA,NA
"453","pgn nonton sri asih",FALSE,0,NA,2022-11-22 10:10:02,FALSE,NA,"1594996620554547201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","piscosey",0,FALSE,FALSE,NA,NA
"454","79. #SriAsih (Upi, 2022) Menyaksikan Sri Asih seperti melihat banyak transformasi; Pevita yg bertumbuh sejak film p… https://t.co/QroVRk2vYK",FALSE,2,"lautankata",2022-11-22 10:04:41,TRUE,"1594988197918167041","1594995274979893249","259667799","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lautankata",0,FALSE,FALSE,NA,NA
"455","Sri Asih
The Menu
The Fabelsman
She Said

Anjir giliran kaga ada duit film bagus byk bgt dah",FALSE,0,NA,2022-11-22 10:04:05,FALSE,NA,"1594995124022435841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frarrel",0,FALSE,FALSE,NA,NA
"456","Ada rencana mau ke CP nonton sri asih",FALSE,0,NA,2022-11-22 09:59:09,FALSE,NA,"1594993881015549952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wwweirdough",0,FALSE,FALSE,NA,NA
"457","Jangan takut untuk spoiler untuk Sri Asih woy ! Karna bisa menaikkan hype buat yang orang yang gak tahu soal Sri As… https://t.co/8Pu2hmGNj9",FALSE,0,NA,2022-11-22 09:52:34,TRUE,NA,"1594992224798113794",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marioangelozzz",0,FALSE,FALSE,NA,NA
"458","Apa ya hal yang disepakati setelah melihat aksi Sri Asih?

Jangan sampai ketinggalan, ayo saksikan #SriAsih, SEDANG… https://t.co/QsQVZFA6tH",FALSE,2,NA,2022-11-22 09:51:08,TRUE,NA,"1594991865149165569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cinepolisID",0,FALSE,FALSE,NA,NA
"459","@moviemenfes Mencuri Raden shaleh
PS 2

Itu si yang bagus
Sri asih belum nonton",FALSE,0,"moviemenfes",2022-11-22 09:48:33,FALSE,"1594981520808169472","1594991212792086528","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zygopthera",0,FALSE,FALSE,NA,NA
"460","@BUMILANGITCA ping mn sri asih,,😠",FALSE,0,"BUMILANGITCA",2022-11-22 09:47:53,FALSE,NA,"1594991044059222021","1594611265632014337","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","radevaaja",0,FALSE,FALSE,NA,NA
"461","#KripikRipiu Episode 60 — Sri Asih, Film Adiwira Apik Yang Jagoannya Cantik! https://t.co/ZnTACoWDnF https://t.co/pFcXZZUVny",FALSE,0,"kripikfilm",2022-11-22 09:46:08,FALSE,"1593218328348463105","1594990604127465473","302308026","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kripikfilm",0,FALSE,FALSE,NA,NA
"462","Sri Asih. 
Worth to watch. 

Walau jadwal rilis mundur dari Okt ke tengah Nov, filmnya masih jadi film lokal yg har… https://t.co/LF2BOMDRcl",FALSE,1,NA,2022-11-22 09:45:53,TRUE,NA,"1594990543238737921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VidieYall",0,FALSE,FALSE,NA,NA
"463","Jog mbak mbak sek tersakiti ayo nonton sri asih",FALSE,2,NA,2022-11-22 09:44:43,FALSE,NA,"1594990247367933952",NA,"<a href=""https://twitter.com/jogmfs"" rel=""nofollow"">BACA RULES SAYANG</a>","jogmfs",0,FALSE,FALSE,NA,NA
"464","@tetapiwan iya mau nonton Sri asih msh mikir2 nih om. krn emang gak begitu tertarik

klo dr rating sih katanya bagus. 9.1",FALSE,0,"tetapiwan",2022-11-22 09:38:49,FALSE,"1594979114716647424","1594988765243932673","812559874370347008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andreass_ckr",0,FALSE,FALSE,NA,NA
"465","@moviemenfes Mencuri Raden Saleh
Noktah Merah Perkawinan
Qodrat, Sri Asih
Gara-gara Warisan",FALSE,0,"moviemenfes",2022-11-22 09:37:34,FALSE,"1594981520808169472","1594988450763374592","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loomingsea",0,FALSE,FALSE,NA,NA
"466","@jogjamnfs Sri asih ☝🏻",FALSE,0,"jogjamnfs",2022-11-22 09:37:07,FALSE,"1594979053521420288","1594988334757171200","2556967357","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darmonowk7",0,FALSE,FALSE,NA,NA
"467","As a fans, menurut migo Sri asih udh kebanyakan pujian 😭 pls ayo Saatny perang teori, momentum kek momentum, knp pa… https://t.co/GApMOaafgV",FALSE,39,NA,2022-11-22 09:32:48,TRUE,NA,"1594987250521149442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Virgorgeousofc",1,FALSE,FALSE,NA,NA
"468","Gundala sri asih godam 🤝",FALSE,0,NA,2022-11-22 09:31:55,FALSE,NA,"1594987028583968768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OhMyDayomi",0,FALSE,FALSE,NA,NA
"469","Gundala buruh pabrik, sri asih fight terakhir di pabrik hmmm 🤔",FALSE,0,NA,2022-11-22 09:30:26,FALSE,NA,"1594986655877840898",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xFADSx",0,FALSE,FALSE,NA,NA
"470","Sri asih 7,5/10

Not bad lah",FALSE,0,NA,2022-11-22 09:28:34,FALSE,NA,"1594986183813394432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jessisoo35",0,FALSE,FALSE,NA,NA
"471","@tutuptitip @jogjamnfs Langsung Sri Asih dulu gapapa, karena timeline ceritanya memang sebelum Gundala.",FALSE,0,"tutuptitip",2022-11-22 09:28:00,FALSE,"1594980772997234688","1594986043841073152","1226148856510828544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irvxan",0,FALSE,FALSE,NA,NA
"472","Is there a way to stream Sri Asih legally? Penasaran",FALSE,0,NA,2022-11-22 09:26:56,FALSE,NA,"1594985774117801984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baddiesandy",0,FALSE,FALSE,NA,NA
"473","@Livinhumanss @moviemenfes Beda, Gatotkaca satria dewa. Sri Asih bumi langit",FALSE,0,"Livinhumanss",2022-11-22 09:26:55,FALSE,"1594982636166213637","1594985768313032707","1515872400780390400","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ottoonama",0,FALSE,FALSE,NA,NA
"474","@jogjamnfs Pen nonton sri asih",FALSE,1,"jogjamnfs",2022-11-22 09:21:42,FALSE,"1594979053521420288","1594984457819238400","2556967357","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","notvrgvrll",0,FALSE,FALSE,NA,NA
"475","Pevita Pearce jadi Sri Asih gak ada obaaaaaat wey!😍",FALSE,1,NA,2022-11-22 09:21:10,FALSE,NA,"1594984321882128384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alifaditiya_",0,FALSE,FALSE,NA,NA
"476","sri asih? the menu?",FALSE,0,NA,2022-11-22 09:20:36,FALSE,NA,"1594984181649797120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dikavvv",0,FALSE,FALSE,NA,NA
"477","@moviemenfes 1. Noktah Merah Perkawinan
2. Ngeri-ngeri Sedap
3. Mencuri Raden Saleh
4. Sri Asih
5. Nana",FALSE,0,"moviemenfes",2022-11-22 09:19:01,FALSE,"1594981520808169472","1594983781186035713","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iiiiphi",0,FALSE,FALSE,NA,NA
"478","pengen nonton sri asih , gimana caranyaaaaa 🥲🥲🥲",FALSE,0,NA,2022-11-22 09:14:31,FALSE,NA,"1594982648157728768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aldhirim",0,FALSE,FALSE,NA,NA
"479","@moviemenfes di sri asih ada gatot kaca ga ? katanya mereka satu universe ? kapan nyatu nya ya",FALSE,0,"moviemenfes",2022-11-22 09:14:28,FALSE,"1594956347828625408","1594982636166213637","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Livinhumanss",0,FALSE,FALSE,NA,NA
"480","Okelah ini filmnya mba Sri asih.. https://t.co/kMdrMnC0lx",FALSE,1,NA,2022-11-22 09:14:15,FALSE,NA,"1594982582160044032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mocca_ocha",0,FALSE,FALSE,NA,NA
"481","Still long way to go, but worth to wait I think, tapi bisa kali ya Sri Asih : Mata Nani Wijaya 🤪 very excited to se… https://t.co/t0fH3WUtqF",FALSE,0,NA,2022-11-22 09:13:51,TRUE,NA,"1594982482767933440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rizaldee",0,FALSE,FALSE,NA,NA
"482","Sri Asih, mantul! Wohoo, jadi ga sabar nih buat nonton Avengersnya Bumi Langit a.k.a Patriot! Harus nonton ya teman-teman Sri Asih 👍",FALSE,1,NA,2022-11-22 09:11:45,FALSE,NA,"1594981951165042690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rizaldee",0,FALSE,FALSE,NA,NA
"483","mending nonton ini apa sri asih si:( https://t.co/0EX81xlIgZ",FALSE,0,NA,2022-11-22 09:11:03,FALSE,NA,"1594981778162188288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bagsoaci",0,FALSE,FALSE,NA,NA
"484","Mat! F yang mau nonton sri asih, bills on me. M23",FALSE,1,NA,2022-11-22 09:10:00,FALSE,NA,"1594981512486612992",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","FwbJember_Fess",0,FALSE,FALSE,NA,NA
"485","Sri Asih is a 1/10",FALSE,0,NA,2022-11-22 09:08:19,FALSE,NA,"1594981089965010944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","masocatstique",0,FALSE,FALSE,NA,NA
"486","@jogjamnfs kalau empire sih gas, tapi filmnya black panther soalnya kalau sri asih aku belum nonton gundala",FALSE,0,"jogjamnfs",2022-11-22 09:07:04,FALSE,"1594979053521420288","1594980772997234688","2556967357","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tutuptitip",0,FALSE,FALSE,NA,NA
"487","@arfandadi @acul_SR @jokoanwar Saya punya tiktok yg lumayan rame saya juga posting konten sri asih @JEKE ini akun s… https://t.co/zUa0UlIyHk",FALSE,2,"arfandadi",2022-11-22 09:01:57,TRUE,"1594846391754366976","1594979486834966534","85015776","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mv56272499Mrvl",0,FALSE,FALSE,NA,NA
"488","@garagaraarga Sri Asih",FALSE,0,"garagaraarga",2022-11-22 09:00:13,FALSE,"1594942793226498049","1594979051101646850","1276115181748142080","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","faustaispunk",0,FALSE,FALSE,NA,NA
"489","@sorayanurapril Sri asih seruuuu wkwkwk",FALSE,0,"sorayanurapril",2022-11-22 08:57:13,FALSE,"1594967844932194305","1594978294780563457","194983665","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kintaniam",0,FALSE,FALSE,NA,NA
"490","@upirocks @jokoanwar Sri Asih keren banget sih gila secara teknis berani bersaing dengan Holywood gw sangat mengapr… https://t.co/0TvgUFm2S4",FALSE,0,"upirocks",2022-11-22 08:56:06,TRUE,"1594952089708679168","1594978013292425217","80512175","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Godemon7",0,FALSE,FALSE,NA,NA
"491","Cita-cita mau jadi sri asih aja yang suka bertarung",FALSE,0,NA,2022-11-22 08:53:09,FALSE,NA,"1594977273782087681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thecrowcowdile",0,FALSE,FALSE,NA,NA
"492","Hiyak, tadi sepanas ini skrg ujan. Aku kapan nonton Sri Asih nyaaa? Ujan mulu tiap sore. https://t.co/SgHH879Zh4",FALSE,0,NA,2022-11-22 08:44:27,FALSE,NA,"1594975083608834049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amandaclary_",0,FALSE,FALSE,NA,NA
"493","@jagatverse @Gabrielnanda94 Pdhl kn sblm na bkln virgo dl buat film kedua pembuka patriot taruna baru sri asih krn… https://t.co/EPDh9BBz46",FALSE,0,"jagatverse",2022-11-22 08:42:31,TRUE,"1594972789538455553","1594974596826075138","1236258053927780352","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irfantfk",0,FALSE,FALSE,NA,NA
"494","Sri Asih jelek ges.. salah banget percaya rating netizen wkwkwk ekspektasi jadi agak tinggi.. hdh",FALSE,0,NA,2022-11-22 08:41:15,FALSE,NA,"1594974276817661956",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benedictamnrg",0,FALSE,FALSE,NA,NA
"495","pake acara lupa lagi, gw mau nntn sri asih ga jadi 😔😔😔",FALSE,0,NA,2022-11-22 08:40:57,FALSE,NA,"1594974199940284417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bisumone",0,FALSE,FALSE,NA,NA
"496","2 adisatria dari anggota Patriot sekaligus kedua dari trinity semesta Bumilangit (sisa Godam)
1. Sancaka aka Gundal… https://t.co/Flzxt08aAJ",FALSE,3,NA,2022-11-22 08:40:32,TRUE,NA,"1594974097749864449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jamesisrk",0,FALSE,FALSE,NA,NA
"497","fix nonton wakanda forever, trs lanjut nonton sri asih apa the menu ya",FALSE,0,NA,2022-11-22 08:37:28,FALSE,NA,"1594973323850809344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fellafluff",0,FALSE,FALSE,NA,NA
"498","@Gabrielnanda94 @irfantfk Enggak ya, Sri Asih memang disiapkan untuk film kedua BCU setelah Gundala",FALSE,0,"Gabrielnanda94",2022-11-22 08:35:20,FALSE,"1594895130959368197","1594972789538455553","1089812361966379008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jagatverse",0,FALSE,FALSE,NA,NA
"499","Alana 'Sri Asih' mengingatkan saya pada seseorang. https://t.co/iyjo3wgYUm",FALSE,0,NA,2022-11-22 08:32:37,FALSE,NA,"1594972105418113025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","obayuobay",0,FALSE,FALSE,NA,NA
"500","@REPUBLlKCINTA Aku rencananya mau nonton Jumat atau Sabtu yang Sri Asih, pih. Tapi aku liat movie reviewer ngasih s… https://t.co/MiJTHUBghI",FALSE,0,"REPUBLlKCINTA",2022-11-22 08:26:28,TRUE,"1594966079650271232","1594970557790945281","1586741111640317952","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IQBAALofRC",0,FALSE,FALSE,NA,NA
